,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,-0.49113092,-0.09067792,0.17390475,-0.7273563,0.35990426,6.1837482,-2.7680323,13.2577715,-8.190727,-8.665834,1846.6111,1410.2472,0.01957377,0.18903184
1,-0.51320845,-0.09820071,0.19987817,-0.81597745,0.34126058,7.5520096,-3.5105333,16.509954,-10.164582,-10.770702,2084.7764,1591.9796,0.07086218,0.21307549
2,-0.59087265,-0.08800349,0.08916178,-0.81891567,0.3947998,6.0855894,-2.3861005,12.9391985,-8.093904,-8.528939,1928.3794,1472.6427,-0.0047387406,0.24753669
3,-0.7857213,-0.16160688,0.12484193,-1.0832335,0.52294797,6.579994,-2.8289418,13.873469,-8.550452,-9.09061,2418.446,1846.8319,-0.026172511,0.32050323
4,-0.7439077,-0.4672839,0.4687295,-1.05451,0.82294023,9.910323,-3.8939338,4.9388666,-5.9263215,-5.146007,2113.4617,1614.419,-0.1484279,0.14639974
5,-0.86586785,-0.37385985,0.28178588,-0.9890554,0.75891775,2.645904,10.748295,2.029265,-8.367881,-8.440232,1818.7705,1389.2648,-0.2876413,0.1916936
6,-0.63442683,-0.47108778,0.5575944,-0.9585769,0.7444695,13.247829,-7.138533,6.579568,-6.843862,-5.8567305,1942.4946,1483.892,-0.07660734,0.097648986
7,-0.5801249,-0.041835368,0.07758753,-0.83367884,0.36820173,8.007712,-3.1971698,17.76268,-11.149453,-11.718336,2080.607,1588.8246,0.012033232,0.28083506
8,-0.56762826,-0.07275665,0.0987438,-0.7828063,0.39391825,5.722172,-2.3029833,12.109151,-7.558998,-7.975523,1847.2657,1410.7509,-0.01700779,0.21304896
9,-0.8447078,-0.2796703,0.20803517,-0.8262041,0.70395756,2.9841833,13.27905,2.4612288,-10.144747,-10.365302,1468.565,1121.7386,-0.31774476,0.1495842
10,-1.1820798,-0.40715677,0.2647394,-1.2579985,0.9457986,3.5221198,15.673405,2.9165707,-11.98928,-12.237738,2240.4387,1711.1244,-0.40060753,0.26457545
