,0,1,2,3,4,5,6,7,8,9,10,11
0,-1.0415834,-0.68201923,0.66636777,1.265663,0.16430742,-0.2962022,-0.41470394,0.7377321,-0.03772011,0.010051029,0.061920367,-0.05304083
1,-0.86445284,0.1511534,0.5061556,1.0662755,-0.7858065,-0.17119321,-0.58574915,0.7908819,-0.056700636,0.013317859,-0.02133029,-0.051842075
2,1.6514709,-4.67246,1.6051434,0.10097073,1.7889802,-0.17522871,0.060766377,0.23791376,-0.035194714,-0.0032107467,-0.008169239,-0.07052099
3,0.45759523,-1.1098981,-0.62103707,1.9352843,-0.4662398,0.19169664,-0.26154035,0.17760032,-0.029081065,0.0034691598,0.025734631,-0.04537777
4,1.6365385,-3.741242,0.35426682,-1.5045451,3.6373017,0.1982834,-0.045829356,-0.011186825,-0.0196803,0.033107795,0.016175197,-0.04448298
5,-0.23749633,-0.6229607,-0.32978755,-1.6127546,3.0861924,-0.3713213,0.5850519,-0.1984351,0.012707541,0.038427286,0.03944601,-0.04628852
6,0.32012537,-0.5450005,-1.2139022,-2.1932335,3.5960531,0.45136213,-0.3933956,0.02200877,0.008752718,0.00702014,0.025013452,-0.06505631
7,0.77227175,-0.9253453,-0.4650878,-1.8159623,2.5603154,0.117252514,0.00014301203,-0.0073413234,0.0019423214,0.030113848,0.0030565877,-0.028074212
8,0.61122394,-1.5199776,-0.39020857,1.7335477,-0.2820434,-0.049539655,0.04559251,0.15640521,-0.034083832,-0.026536895,-0.019440588,0.01708651
9,0.24170327,-2.0874314,-0.32340065,-0.93906456,3.4514976,-0.25294992,0.59940237,-0.23898497,-0.056957338,0.021980617,-0.020519746,-0.036535352
10,0.43599844,-1.4903911,1.0807674,0.82413644,-0.71870214,-0.03607148,0.28995365,-0.09140541,-0.038718324,0.019165238,0.042482786,-0.044230055
11,0.18445393,-0.71812904,0.43095383,1.6731453,-1.4435829,-0.110808276,0.013439365,0.31349966,-0.021688415,-0.020489786,-0.0039219167,0.014769413
