,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,-1.1892731,-1.4004611,1.1666929,4.2661915,-2.8369772,0.025947765,0.0250497,-0.014134608,-0.026368598,-0.03322107,0.073095284,-0.076030724,-0.06996276,-0.035574295
1,-3.2625642,-2.0054662,1.0860872,5.119776,-0.9621321,0.08700453,0.034602076,0.007105328,-0.01512919,0.022595083,0.037972055,-0.026880078,-0.052892685,-0.0221289
2,-0.95462114,-4.5838885,3.963118,1.9516406,-0.30140707,0.024862535,-0.014094291,0.0021153912,-0.028409539,0.007930966,0.013777775,0.0069266823,-0.08360563,-0.026634747
3,-1.9915779,-2.164935,0.546293,4.5111365,-0.97576225,0.051326636,-0.017792415,-0.0235562,-0.00528528,-0.0022611395,0.07049763,-0.024533866,-0.0967203,-0.037533954
4,-4.3106637,-3.529759,2.3049822,1.4404129,3.9400415,0.018929867,-0.020107802,0.0043882243,-0.032870896,-0.014069909,0.056174815,-0.0049321507,-0.12409069,-0.027730884
5,-2.214845,-4.116815,0.6491285,2.080331,3.4855406,0.009551106,-0.005015271,0.0336995,-0.019506842,0.024126971,-0.007569259,-0.015006188,-0.102977216,-0.018257972
6,0.7201393,-2.548509,0.06987612,-1.6530652,3.5172675,0.09714495,-0.0441083,0.004555978,-0.047479838,0.05845218,0.0711753,0.03089659,-0.08255646,0.015427194
7,-1.5767283,-5.280153,1.387137,1.3597424,4.204508,0.020909024,-0.011534215,0.05470779,-0.017350627,0.033071913,0.007332674,0.028613206,-0.12099131,-0.04394701
8,-0.71650404,-0.30506372,0.45445544,2.8094327,-2.3765068,-0.0070604,-0.029557468,-0.038739257,0.00038711587,-0.008971384,0.05445434,-0.039973307,-0.084904484,-0.046428964
9,-1.4302542,-4.329719,0.3835439,2.2638047,3.2216706,0.03766275,-0.00517659,0.04539911,-0.004768418,0.045493662,0.018315619,0.0071990085,-0.10563914,-0.06963195
10,-1.5842612,1.8072494,0.18858336,3.9697747,-4.785015,0.014983103,-0.015309483,-0.060635164,0.026746305,0.012267446,0.07299716,-0.044816267,-0.054020215,-0.018359873
11,-1.8406274,-2.1974695,1.9419441,5.0379543,-3.0187027,0.011903284,-0.00416998,-0.041351788,-0.019220991,0.013388356,0.03626881,-0.09438867,-0.09139124,-0.038852982
12,-0.43811643,0.085754454,-0.00028130412,3.5726416,-3.3432224,0.09093396,-0.00569087,-0.035233866,-0.033008955,0.06274758,0.074410595,-0.024168013,-0.06450179,-0.029828766
13,-0.59587735,-2.9688199,0.028992876,0.42728713,3.093563,0.086246595,-0.03455042,0.015610758,-0.012168314,0.04496841,0.031006765,0.0219622,-0.08685208,-0.012433119
14,1.2850596,-2.7023568,0.23229955,-1.665999,2.9144387,0.093551666,-0.033233505,0.025688272,-0.04288356,0.07637361,0.05986364,0.014318254,-0.098138854,0.022022583
15,1.723624,-3.6952941,1.7663586,-0.4068698,0.829141,0.08753632,0.006716879,0.021694351,-0.033016413,0.02632342,0.058339745,-0.0010227826,-0.084165156,0.005560031
16,-1.7122769,-4.9395337,1.3791494,0.8848151,4.504564,0.10519293,-0.016680961,0.018727284,-0.014304694,0.048193134,0.014911328,0.038908206,-0.081368394,-0.016417837
17,-1.1145529,-2.7604744,4.1315064,0.20279269,-0.45954838,0.09759197,-0.008632663,-0.014131688,-0.03505277,0.038868718,0.014993568,0.030236296,-0.08409779,0.007693054
18,0.4249283,-4.7503653,3.7234821,2.8956842,-2.0832243,0.009829821,0.037397474,0.002795335,-0.031604566,-0.015432163,0.018708613,-0.075997055,-0.06424826,-0.0657151
19,-2.7527874,-2.3534758,3.5633323,2.4370077,-0.8846481,0.03877718,-0.0067472635,0.017674882,0.0025654724,0.04838717,-0.012044938,-0.009228885,-0.08469181,-0.047139622
20,-2.486887,4.004344,-0.8619054,2.793399,-3.940999,0.034664493,0.0115315635,-0.042972736,0.019696048,0.043906733,0.033773005,-0.006636976,-0.08451351,-0.03444738
21,-3.4781399,-3.660503,1.7920407,2.0445251,3.247849,0.037418123,-0.011197242,0.012896534,-0.024894318,-0.010610133,0.035496317,-0.01451597,-0.09161339,-0.056411333
22,-1.4123282,1.7871495,-0.8696453,2.6718643,-2.5338485,0.033680208,-0.025909245,-0.042122405,0.008712938,0.02526162,0.057958886,-0.032731853,-0.050209217,-0.034674577
23,-1.006187,-3.9109285,1.008624,1.5010186,2.518174,0.03285531,-0.012816727,0.016272273,-0.025412915,0.017117305,0.01632681,0.019063227,-0.102712005,-0.032665968
24,-1.1352067,1.8562763,-0.88091,2.6459517,-2.750258,0.057277072,-0.017398912,-0.020554718,0.023779662,0.020304425,0.04231047,-0.0155495815,-0.05945311,-0.045260318
25,-2.1212091,-3.7357156,1.502787,5.8194356,-1.3824462,0.04911405,0.005016947,0.052871432,-0.008906418,0.021075366,0.03983564,-0.01748743,-0.08651647,-0.04142586
26,-2.5976872,-3.344598,0.6225863,3.5464904,1.7217066,-0.01634547,-0.005556815,0.06816009,-0.027185025,-0.029359639,0.005343212,0.0050773784,-0.088099636,-0.03643076
27,-2.245999,-2.6987057,0.24433674,1.5515422,3.0693672,0.021671038,-0.02911965,0.03743207,-0.007987751,0.027494946,0.0060206037,0.011011168,-0.10404355,-0.026731787
28,-0.28884864,-0.6548362,2.0740645,1.9098723,-3.1372685,-0.0057330998,0.018523505,-0.0013222508,0.0007857331,-0.017449154,0.0088288,-0.05575428,-0.037739012,-0.043326102
29,1.7439115,-1.940516,-0.25333893,-2.4053893,2.8859315,0.10506408,-0.026789868,0.027437318,-0.056900404,0.08098031,0.06535589,0.016939275,-0.08263808,0.008434908
30,-2.9028928,-1.4313285,-0.2798596,3.049084,1.5037897,0.05038784,-0.020369511,0.013908997,0.010984207,-0.008713559,0.030336395,0.0024557668,-0.0968935,-0.04583098
31,-0.6545048,-4.5278826,1.6536269,-0.270701,3.9047456,0.03531625,-0.016451178,0.029706802,-0.010007894,0.040721543,-0.0023537036,0.015155431,-0.11380215,-0.044811882
32,0.67099273,-3.5171328,1.106832,-2.348645,4.160326,0.07745372,-0.019749578,0.0044772476,-0.047434427,0.09390544,0.06592964,0.0408591,-0.09592538,0.03067128
33,-2.413345,-0.4195279,0.5554669,3.4120362,-1.2906152,0.014132332,-0.007846061,-0.013935387,-0.00205224,0.02433174,0.039986975,0.0078011113,-0.0876679,-0.03198524
34,-0.5090001,0.0032733418,-0.88596195,3.6042209,-2.2691789,0.039757386,-0.020885162,0.0010398403,0.0026411158,-0.0026200693,0.058975212,-0.025555952,-0.06260145,-0.038920633
35,-2.1082895,-2.6652336,0.5891554,6.2525015,-2.066274,0.05805343,0.017686838,0.047076654,-0.00035060104,0.053565085,0.010015928,-0.0032171519,-0.033860244,-0.035292476
36,0.06971578,-4.173527,2.0992346,2.6215618,-0.39049277,0.0658509,0.02774944,0.011658926,-0.03991384,0.004804952,0.048739783,-0.03341033,-0.058564734,-0.036512792
37,-0.743207,-4.542455,5.5431156,2.615632,-2.764131,0.07382354,0.012195157,0.0024954863,-0.056506373,0.03913314,-0.015951144,-0.025418444,-0.028729089,-0.046486028
38,-0.8214885,-3.2423198,0.7172403,3.9761546,-0.5380403,0.011471549,-0.012008999,0.036028344,-0.02192045,-0.007746484,0.027977798,-0.012617094,-0.06515526,-0.042468548
39,-2.8289857,-3.1021805,1.5494826,5.665148,-1.2502317,0.05709448,-0.0032734908,0.03218701,0.0070656748,-0.00013711117,0.017216386,-0.023425832,-0.0860867,-0.052805997
40,-2.6861715,-5.001086,5.9095464,0.8446745,0.9478071,0.031478014,-0.0026198048,-0.0056246743,-0.03620503,0.0052659344,0.0012629349,-0.030435257,-0.083458446,-0.036911584
41,-0.77616245,-0.025053445,1.4108261,1.5160517,-2.3374877,0.03408277,-0.025374964,-0.018700942,0.0026007667,0.003377311,0.009490188,0.0013450356,-0.043481227,-0.0257779
42,-3.0948775,-3.4732213,2.2481878,1.5696062,2.5936925,0.0065264814,-0.0038849423,0.011482805,-0.033160113,-0.0010880884,-0.0052413438,-0.009802952,-0.09503325,-0.0323743
43,0.4826756,-1.0747837,2.397375,0.63838834,-2.3923771,0.047174565,0.016883515,-0.008451618,-0.04575888,0.017391695,0.045979563,-0.05949736,-0.071319856,-0.018269744
44,0.69135344,-1.7322516,2.9014997,-0.66428083,-1.1460475,0.1077726,-0.01730756,-0.013076076,-0.034853213,0.019130042,0.054759786,-0.008519856,-0.0766028,-0.0097908955
45,-2.3182735,-2.7118487,1.3573129,0.9085354,2.6171098,0.0076040644,0.0035871733,0.0025827587,-0.024665264,0.012355091,-0.018245509,-0.009255499,-0.09513768,-0.046376333
46,0.71842057,-3.4501534,1.9459293,1.7492657,-0.81568396,0.08055341,0.010532128,0.006862864,-0.037559643,0.021742692,0.051997088,-0.012041286,-0.08319658,-0.0126319025
47,1.3054516,-0.984646,2.5698886,0.52498174,-3.4637365,0.05287642,0.016483797,0.004656855,-0.022560017,0.0007568691,0.035352197,-0.045712404,-0.091897696,-0.038343675
48,-0.9796252,-1.9909027,1.0277363,2.719204,-0.74646235,0.010810576,-0.010186771,0.02295572,-0.04450863,0.03165584,0.03609085,-0.014998557,-0.07657858,-0.020972515
49,-2.092218,-4.921239,3.2622352,3.4221585,0.42918417,0.030939434,-0.023624193,0.004410919,-0.01717787,0.02694227,0.03465157,-0.0104532465,-0.07480343,-0.028639933
50,-2.6969402,-6.7643538,5.841212,2.8704698,0.9205091,0.047980305,0.0120450575,0.032837916,-0.056099877,0.009633025,-0.017255818,-0.01724086,-0.08169269,-0.046424307
51,-0.31403202,-1.9339002,3.6371994,1.5264505,-2.982578,0.0034737578,0.025807003,-0.022918593,-0.027301287,0.0009924229,-0.010567198,-0.06778092,-0.07625275,-0.029675009
52,-0.38662142,-5.6912627,0.9333455,0.42239353,4.955485,0.10161322,-0.024491305,0.034344677,-0.026071357,0.0334894,0.047033243,0.015490811,-0.10392501,-0.0174603
53,-1.8251559,-1.0712786,0.48868752,1.6926277,0.61310005,0.025144964,-0.010076399,-0.0063597,-0.009189127,0.00076615624,0.03815058,-0.013573602,-0.090911984,-0.011979111
54,-0.62092656,0.17935033,-0.40826464,3.5170896,-2.7538874,0.07954675,-0.026520941,-0.015395246,0.0019699032,0.010814508,0.079460144,-0.058141854,-0.08874627,-0.033379085
55,-2.3886063,-0.8433821,2.8364146,3.1675923,-2.974613,0.039910216,-0.002746866,-0.003586486,-0.010032417,0.032505676,0.0017939061,-0.002985478,-0.0369912,-0.03510213
56,-1.7336711,-1.2669642,1.064234,3.2304683,-1.3951073,0.0563829,0.0057023466,0.0030190535,0.0026701568,-0.0105636865,0.041047808,-0.03457459,-0.091758944,-0.015185362
57,-1.2990777,-2.9161818,4.785233,1.4862022,-2.0861888,0.027108151,0.006919613,-0.0064557344,-0.032957472,-0.017526366,0.034503043,-0.07499839,-0.059713304,0.0025614295
58,-0.5006946,-1.6695541,2.8982863,2.147514,-2.9366264,0.057604063,0.018703388,-0.008331154,-0.011685014,0.0012443773,0.033516567,-0.027236655,-0.0772087,0.0012829937
59,0.6906158,-3.442036,2.531258,0.9430802,-0.5401081,0.057888728,-0.00898253,-0.022946056,-0.05778245,0.031753942,0.028816883,-0.008606974,-0.06049262,-0.032286614
60,1.2042674,-4.8035793,3.2177417,1.4325991,-0.8384582,0.03981635,0.0028841477,0.005038295,-0.018816466,0.03302715,0.030533679,-0.001915338,-0.04367831,-0.030218994
61,-2.536123,-4.6525836,1.2715302,1.469473,4.35602,0.023138735,-0.007396647,0.011302292,-0.030749893,-0.004195979,0.04782842,-0.029457107,-0.12925485,-0.044152483
62,0.34299475,-5.619335,2.629911,1.8243593,1.0928029,0.032574628,-0.008535041,0.018619027,-0.058704637,0.029167691,0.030016419,0.011354715,-0.080616005,-0.01967833
63,-0.04602272,-3.285878,2.774323,1.9424155,-1.3225243,-8.564442e-06,0.012948437,-0.022410676,-0.020556452,-0.004167352,0.015063746,-0.051786248,-0.05411013,-0.038555764
64,-1.6841283,-1.0284786,1.0956581,3.9408011,-2.3531952,0.05740611,0.013996543,-0.016066588,0.0041657435,0.005407244,0.05163023,-0.048583396,-0.07397757,-0.03654504
65,-1.0419813,-1.8556583,0.86093813,3.3614802,-1.3338153,0.0072820187,-0.017129727,0.007603213,-0.021985255,-0.01458109,0.01944097,-0.02621273,-0.0637151,-0.015726464
66,-1.6971465,-2.346599,0.016343698,1.2562484,2.787291,0.06947893,-0.047303468,0.031552184,0.009191728,0.019608995,0.03671267,0.006899169,-0.12224539,-0.030358313
67,-1.635525,-3.7288806,3.9015803,2.010245,-0.5452492,0.015632477,-0.003599803,0.033055786,-0.019258944,0.02691601,-0.018374482,0.024168417,-0.09277704,-0.02770971
68,0.5156119,-6.0404263,4.6101537,2.3704967,-1.1531296,0.052531052,-0.026074104,-0.018292505,-0.055303,0.020838926,0.035323936,-0.026095197,-0.058842853,-0.016468631
69,-4.572249,-3.3723133,1.3835869,2.999926,3.45749,0.019377619,-0.01922971,0.05959514,-0.008709969,0.008938113,0.0060371067,-0.003476474,-0.13699576,-0.041394375
70,-0.6312455,-0.47602016,2.6098864,1.8542308,-3.547003,0.035741296,-0.00084226206,-0.016016986,-0.034902997,-0.0184694,0.07232791,-0.076782785,-0.11075306,-0.017836705
71,-0.38642234,-2.5025253,1.8983991,3.4514098,-2.4109917,0.016900994,-0.0052253744,0.017541401,-0.02424193,0.0026514586,0.018259522,-0.02236769,-0.064538494,-0.042981997
72,-1.0500441,-2.3392115,2.993465,3.0162187,-2.6349425,0.04605401,0.032031603,0.021881994,-0.02974206,0.01583722,0.035730664,-0.039418448,-0.07640856,-0.036203474
73,-0.83392984,-0.17440721,2.4334297,0.5881568,-2.1598327,0.05879752,0.0018787207,-0.0014173612,-0.01503443,0.032037504,0.038977876,-0.02035821,-0.059423313,-0.022946736
74,-1.5516266,-2.3510325,0.2205389,3.2715168,0.41229445,0.0032182978,-0.035124473,0.04857378,-0.025730895,0.010632673,-0.012206031,-0.0014147004,-0.06410354,-0.027509416
75,-0.97365427,-2.253259,2.3590674,1.7483621,-0.90206766,0.04616845,-0.022797063,-0.02166159,-0.011565642,0.0020693783,0.050078314,-0.01774361,-0.116905496,-0.03564535
76,-1.3407333,-2.2679594,-0.16359428,5.203721,-1.3355647,0.078633964,-0.017351147,-0.0009833984,0.010301057,0.006157523,0.07054769,-0.043998066,-0.09790711,-0.042769954
77,-0.5365838,-2.805336,4.1892195,0.75284505,-1.3846154,0.030798152,0.016172655,0.018488947,-0.0304361,0.035005398,0.016924547,0.0053506545,-0.064244054,-0.0062877685
78,-1.2839392,3.653417,-0.6086632,-0.4938468,-1.6233071,0.063359976,-0.019775975,-0.039196208,-0.041873783,0.03411556,0.08259123,-0.057529252,-0.09001462,-0.020684132
79,-1.0065613,-6.9537735,5.9562454,1.5050457,0.79198587,0.05415507,0.008497791,-0.014006034,-0.0150644835,0.028245052,0.04050579,-0.008142697,-0.100306384,-0.0034979414
80,-1.7705446,-2.1158452,0.3507275,0.90579885,2.5976727,0.056488294,-0.031231092,0.0037475042,-0.0060915463,0.025876148,0.022250433,0.023986068,-0.10507733,-0.033947647
81,-4.158781,-3.1820943,4.8902335,2.329161,0.016876519,0.016656365,-0.014510223,0.026254218,0.010081784,-0.021590244,-0.036119364,-0.0013493043,-0.12014299,-0.025445553
82,-1.0182192,-0.87857026,3.2668595,0.6265804,-2.04861,0.0024584746,0.011740651,0.010451928,-0.0032862853,-0.003031686,0.017759768,-0.038406804,-0.066163436,-0.05125074
83,2.2823925,-0.568886,3.0603282,0.14855456,-4.825376,0.006589234,0.007740611,0.002360575,0.009692963,-0.008239917,0.04677705,-0.08544118,-0.08605378,-0.049104348
84,-1.9227245,0.3162683,2.2612584,1.586404,-2.3767738,0.03334686,-0.021856427,-0.025597319,-0.030307623,-0.0048654806,0.08314484,-0.07750384,-0.10038233,-0.011561282
85,-2.1113908,-2.2537663,0.39120805,0.95397645,2.7897837,-0.000530527,-0.005630445,0.011405107,-0.02703088,-0.0121224625,0.017514776,-0.045218233,-0.09652644,-0.037319213
86,-0.64151984,-3.7481902,3.5786479,0.08343311,0.83816254,0.03021998,0.00362253,0.035108972,-0.021784192,-0.0046348628,0.011904307,-0.012258617,-0.09779933,-0.022715634
87,-2.215671,-1.699158,0.6105313,4.322272,-1.0901818,0.06443021,0.024771554,0.015318643,-0.013158593,0.025927661,0.013667314,-0.026661355,-0.065741435,-0.033030666
88,-1.7548946,-5.8512497,2.6271396,0.14260843,4.9515877,0.07412678,-0.019126857,0.068865284,-0.006919208,0.0061199404,-0.020749131,0.0064251884,-0.12566908,-0.009965505
