,0,1,2,3,4,5,6,7,8,9,10,11
0,-0.3969375,-2.006946,0.08370598,2.0623882,0.60918903,-0.42726827,-0.7587556,1.156903,-0.04942084,-0.025272172,-0.15727314,-0.048151705
1,1.187044,-4.7163343,1.3272332,4.8221245,-2.0736368,0.3437214,-3.9307308,3.3714178,-0.0285329,-0.085327685,-0.09259256,-0.06674159
2,-1.85588,-2.3210075,2.4033148,-0.59342545,2.741756,-1.7809905,-0.15162453,1.8681316,-0.090115994,0.12916388,-0.048094697,-0.061705824
3,1.8663334,-4.5956783,0.94168466,2.5854657,-0.39192948,-0.42468244,0.340397,0.17110649,0.013792684,-0.024075765,-0.13649029,-0.034595538
4,-1.2312512,-1.82958,0.50860703,-1.6127486,4.0727353,0.054002613,-1.0814956,0.90239525,-0.0373591,0.030286644,-0.072832346,-0.013642799
5,-3.0835423,-0.93528813,0.018646345,-2.1940126,6.2839046,-3.515098,4.13467,-0.6757972,-0.07178411,0.11141734,-0.079393685,-0.087087244
6,-0.6841252,-3.0464435,0.18881743,-1.163337,4.689405,-0.54953796,-0.09163842,0.539827,-0.03700955,0.09896215,-0.057458837,-0.061475746
7,-1.9321146,-3.8678842,0.79029757,-0.8150915,6.2142844,-1.7376518,-0.70522213,2.3474312,-0.11652139,0.12795646,-0.019008137,-0.081974134
8,1.6403549,-5.9022965,1.3569595,4.141609,-0.917062,-0.2698539,-1.6284554,1.7293015,-0.09089652,0.024316177,-0.11941126,-0.055467572
9,-1.7282965,-1.1681913,-0.44323695,-2.6701746,5.9081273,-2.5500014,3.2717085,-0.7808882,-0.05837531,0.06541182,-0.11342635,-0.06837064
10,-0.7630343,-4.9248476,2.5173283,3.1001241,0.40334317,-3.784812,4.982009,-1.2477202,-0.114756554,0.07987797,-0.10701846,-0.040771667
11,-0.47746634,-2.1716602,0.71370995,4.8644032,-2.2410812,-0.8107551,-1.1193752,1.9406036,-0.010514051,-0.00026443973,-0.10180602,-0.06834102
12,1.4830264,-2.0445714,1.8455102,1.2442704,-2.2562242,0.9647974,-0.41084576,-0.37913066,-0.03303228,-0.03991205,-0.16605458,-0.0056397542
13,0.5632912,-2.0162914,-0.56156504,-0.23722954,2.4204626,1.3937553,-2.1861892,0.8420234,0.0012963321,0.0027110763,-0.05962465,-0.04360042
14,0.94628,-4.7718053,0.70238817,1.2771863,2.0497036,-0.43908608,-0.17540717,0.54453987,0.0410683,0.025759306,-0.06292499,-0.026754064
15,-0.9239998,-3.0552046,2.7860987,1.5807712,-0.031240951,-1.9937539,1.0713625,0.8658515,-0.048529062,0.05320543,-0.05216243,-0.034039
16,-0.21592261,-5.629151,-0.62938136,-1.8238794,8.147929,-2.0687468,0.9190682,1.0028119,-0.061335113,-0.011024062,-0.13560513,-0.04497026
17,-3.0030637,0.53053784,1.245141,-1.5463387,2.869457,-1.4189215,-0.9440927,2.15392,-0.10866517,0.15309694,-0.10836642,-0.06660951
18,-0.9824333,-4.644066,4.845369,3.5423596,-2.3926213,-1.6595169,-1.4341422,2.953539,-0.14435504,0.04589406,-0.07973984,-0.029996116
19,-0.9273323,-1.2889442,1.9906571,-0.33649254,0.77210474,-0.54161155,-0.72559756,1.2212908,-0.079886645,0.07144433,-0.023820385,-0.0380134
20,-3.270259,6.947691,-0.109504506,-1.3599555,-1.9020985,1.0776067,-1.2356932,0.06643552,-0.113980144,0.037963886,-0.08422889,-0.03742873
21,1.5078489,-2.9612644,-0.21821281,-0.32536393,2.1401265,2.4425497,-4.2300115,1.7823337,0.025502639,-0.008514188,-0.09586256,-0.052149277
22,0.8432015,-1.4808867,1.6161836,4.5636554,-4.842648,1.0703692,-3.3393545,2.2375288,-0.0058055576,-0.0005425438,-0.09431317,-0.038604
23,0.36373883,-2.1159172,-1.4629112,-1.6481107,4.800937,1.0629926,-1.6913573,0.67081517,0.002139395,-0.0073727444,-0.1258718,-0.004475151
24,-0.43589312,-1.2202693,-0.51572996,1.5269713,0.9535162,-0.7925688,0.2064775,0.50965106,-0.045926455,0.06792098,-0.064669676,-0.04701211
25,-0.95542085,-5.5023212,2.160988,3.8985243,0.8683309,-4.583913,5.842026,-1.3617368,-0.15481645,0.071754985,-0.16039908,-0.040507775
26,1.0994995,-3.6034007,-0.1684291,-0.59702,3.2829494,0.25668374,-0.7489488,0.51066506,0.015454734,-0.013407469,-0.13086557,-0.007015294
27,2.2800593,-2.9546268,-1.8477829,-2.3459551,4.8844886,2.6823733,-3.3927283,0.8024753,0.03591931,-0.043519314,-0.18620494,-0.026624722
28,-0.07259832,-1.7469066,1.8627999,2.1056957,-1.6955215,0.23974913,-1.6449188,1.3913306,-0.055646498,0.022017162,-0.054409694,-0.047435723
29,-2.2942638,-3.6456795,-0.13323027,-2.0707452,7.974445,-1.9410248,-0.23196116,2.0220451,-0.054123465,0.0045056976,-0.15376237,-0.024285818
30,-0.3032136,-3.9926162,0.3758725,-3.2513287,7.3225174,1.9436793,-6.113781,3.9912868,-0.13843504,0.06483427,-0.030945245,-0.10993231
31,-1.6910158,-4.544651,0.9575153,-2.5568748,7.8389435,-3.6555107,4.716914,-1.1672791,-0.093438506,0.089791015,-0.10160121,-0.095988326
32,-2.4891267,-4.1331024,1.4990431,-1.6237706,6.877069,-2.8032525,0.208974,2.357886,-0.08742891,0.14521994,-0.06780701,-0.110593304
33,0.8768822,-1.8275763,1.5274745,4.0394053,-4.017931,0.69037294,-1.7217287,1.124398,-0.0527344,0.0036745556,-0.15458396,-0.010425611
34,-0.30992222,1.0596758,0.07252887,3.0389135,-3.1662931,1.5572027,-3.7184048,2.1677737,0.0039419224,0.008649088,-0.06953404,-0.0786817
35,1.0116163,-5.140548,1.8090093,3.599521,-0.95872617,-0.005397208,-2.1496964,1.9886056,-0.08074233,0.008382004,-0.08233502,-0.05011423
36,0.9252832,-6.8219285,5.2203465,1.4306464,-0.62712866,-2.8958936,4.680029,-1.6386641,-0.0730333,-0.0018074177,-0.11408539,-0.009331137
37,-0.7302263,-1.380791,1.3662797,1.3149028,-0.35641608,0.047432937,-1.3139837,1.2779988,-0.061046753,0.023716148,-0.114480905,-0.030871006
38,-0.3910631,0.12556148,-0.2569131,3.5872455,-2.4134393,0.22413251,-1.8111279,1.5280855,0.0043295277,0.038617976,-0.045084357,-0.041273065
39,0.11593135,-5.139836,1.917369,1.9940841,1.34675,-0.6482022,-2.6430545,3.064817,-0.08839238,0.06735059,-0.10602504,-0.08637667
40,-0.6691488,-3.9706025,1.5460193,-1.0027333,4.1199203,-1.6574662,0.016965546,1.473312,-0.06987096,0.10368489,-0.10235777,-0.060052324
41,1.7755046,-4.642936,2.7754169,-0.062044486,0.21928501,-0.1748997,0.66563356,-0.4515067,-0.017624764,0.024422357,-0.07693071,-0.02098767
42,0.9769432,-2.128697,1.9928234,0.89656943,-1.5127892,0.5463944,-0.8659545,0.40142405,-0.027104314,-0.019197341,-0.12880296,-0.0072400803
43,1.2811373,-5.8457303,4.04559,1.6807667,-1.0477937,-0.5430499,-0.50122106,1.0328561,-0.031384207,-0.031495977,-0.1096829,-0.034561187
44,2.6830213,-5.165296,2.2591124,0.9673323,-0.46665826,1.5504524,-1.535183,0.12976852,-0.008945027,-0.06391685,-0.18910545,-0.038684472
45,0.517782,-3.539613,-1.1251714,-1.9676363,5.901394,0.85799056,-1.3685989,0.45880562,0.032268,-0.018663693,-0.16626337,0.0044759237
46,-0.9207238,-0.5959396,3.0258048,1.8300653,-2.9321368,0.7037323,-3.4028478,2.5185995,-0.1380214,0.039524358,-0.072370104,-0.022563942
47,1.5337652,-4.6779566,3.771844,1.0652971,-1.5348272,-0.07748207,-0.882657,1.0095638,-0.023520958,-0.015526488,-0.12566951,-0.052572004
48,-0.8354579,-1.3939806,1.2316728,1.3500066,-0.0079703145,-0.6622804,-0.93965954,1.5018224,-0.0953528,0.13873792,-0.13868418,-0.054046616
49,0.22321501,-1.540709,1.5992033,0.69988555,-0.7580546,0.36576155,-1.0465722,0.54463047,-0.074081466,0.03879178,-0.0940948,-0.026770335
50,0.0009917021,-7.2649803,3.3164375,0.23973311,3.9900799,-1.9234328,0.9962932,0.8078278,-0.089977324,0.06467408,-0.06943628,-0.07189703
51,-1.7803378,-0.58872104,3.0718822,-1.3085296,1.0575913,-2.7084737,4.0596724,-1.4014221,-0.08040914,0.14691281,-0.06884761,-0.07887615
52,-3.0267472,-0.7455113,-0.068672225,-1.9278567,5.689736,-2.489625,1.029991,1.2645519,-0.0103363115,0.03711314,-0.11437788,-0.021799728
53,-0.33795047,-5.1863604,0.29435956,-0.8275147,5.831947,-0.9560445,-0.0328698,0.95538896,-0.0014577918,-0.041140724,-0.11209599,-0.027140912
54,1.2612205,-3.972704,1.1902561,3.2884665,-1.3592535,-0.49068457,-1.376528,1.8038749,0.036055133,-0.05450852,-0.10526896,-0.04465912
55,0.3093387,-1.9709743,1.3663851,0.7217819,-0.31378588,0.07373145,-1.1705841,1.0858302,-0.03432066,-0.05720887,-0.09788947,-0.02922942
56,1.1387111,-2.6985672,0.94881135,2.8165276,-1.8241972,0.40406275,-1.1109594,0.7155585,0.018972978,-0.034501698,-0.13453194,-0.023455545
57,-0.67525285,-3.9248068,3.273218,3.0388396,-1.3159231,-1.7990227,-0.3178773,2.1047738,-0.115125775,-0.011025142,-0.14390066,0.02797994
58,-0.5146447,-4.3312125,3.3350644,2.193951,-0.48687062,-0.9585914,-0.55047375,1.5616044,-0.033410642,-0.0047619157,-0.09729483,-0.007618711
59,-1.0640684,-3.566817,2.0924137,0.8504991,1.8277225,-2.765462,3.268649,-0.63029593,-0.09760225,0.034417156,-0.055384543,-0.043460023
60,3.1239877,-6.462031,1.9581549,0.42069584,1.0442445,1.5569966,-1.921551,0.39903885,-0.008260075,-0.050567444,-0.13354737,-0.085397705
61,0.8136316,-1.3112345,-0.7707573,-2.126971,3.381267,1.2390304,-1.761361,0.6138213,0.0026649064,-0.004353691,-0.14887923,0.0039022625
62,-1.5540164,-4.1067,2.7184234,1.1791325,2.2388027,-1.7595737,-1.1393245,2.7845898,-0.09785554,0.07343811,-0.028352886,-0.058475975
63,-2.1256726,-3.0148077,2.0096614,-1.7692655,5.0120625,-2.1749077,-0.16820538,2.1104555,-0.080362394,0.097053975,-0.074512936,-0.08350853
64,0.14994574,-3.218963,0.82507217,1.600832,1.2129657,1.0325553,-2.3629112,1.2616485,-0.053136434,0.103853226,-0.035326757,-0.05278809
65,0.0660246,-3.166045,0.5839134,3.2459972,-0.30970314,0.81167215,-3.4438863,2.6019802,-0.04631973,-0.05211581,-0.13525903,-0.063140444
66,0.7943578,-5.198853,1.0468899,-0.9798431,4.266474,-2.241137,3.9363856,-1.5404817,0.031840373,0.050768808,-0.11119019,0.03015019
67,3.1375468,-4.9522777,3.9591002,1.9229513,-3.83621,-0.77212024,2.8503861,-1.86969,-0.028664168,-0.020768214,-0.14000791,-0.009955635
68,1.5501022,-4.669082,3.2488847,1.1641822,-1.0735892,-0.10028336,-0.9788778,1.0296013,-0.011578381,0.009700321,-0.06612023,-0.067152776
