,0,1,2,3,4,5,6,7,8,9,10,11
0,0.0314234643435814,0.0051217787544292305,0.05252573913717376,0.8439002745890247,0.06702874317579098,0.25585852744228305,0.24205574764406412,0.5020857249136529,0.013085635999999994,-0.0267832288,-0.06481000116,-0.041679662199999995
1,0.01054797577963257,0.0005691112632311236,0.019934791812178217,0.962770830547699,0.006177290597259079,0.21544743163502408,0.19387928664493484,0.5906732817200411,0.035935060000000005,-0.059214321800000004,-0.047797796000000004,-0.0319823798
2,0.022560174128624114,0.0017458458448852347,0.6115819665187044,0.11802807576267035,0.246083937745116,0.20111979323914864,0.23910838629418268,0.5597718204666686,0.008261988399999996,0.05342158058,-0.0377515496,-0.02898552048
3,0.11290078260612148,0.00020397933333543,0.04489027671282008,0.8294745595032508,0.012530401844472154,0.2657401635207128,0.37296035379894865,0.3612994826803386,0.0477730372,-0.020133797999999998,-0.081071536,-0.0345269742
4,0.0023893397717547225,0.0012552358619089634,0.022808754299601858,0.007599917921180481,0.965946752145554,0.2951129652058722,0.23175720634688596,0.4731298284472419,0.008800897999999998,0.0190076778,-0.044007692,-0.0280523276
5,0.0033825405415353746,0.0006140700681278243,0.0049714233591940035,0.015221359026859041,0.9758106070042837,0.18708210394619437,0.5933193110367991,0.21959858501700646,-0.0227976866,0.0266143018,-0.076142882,-0.050545296399999995
6,0.005377116265427539,0.0001975201608899037,0.0050905734756886345,0.0014994531578840517,0.9878353369401098,0.26663792721358115,0.3062037522170288,0.42715832056938996,0.039268647999999996,0.0246271648,-0.054648608,-0.0339424006
7,0.001783181115332908,1.7144257575049757e-05,0.0035093270044957137,0.0004155041890368395,0.9942748434335595,0.2022849820580638,0.2104160306253203,0.5872989873166159,-0.012430060000000007,0.04623385,-0.019786469600000002,-0.0683957596
8,0.02959752400696376,0.0025913497378701185,0.022473310338299732,0.9427671553436192,0.002570660573247309,0.23318090908660707,0.20899850205312226,0.5578205888602707,-0.0156585636,-0.005407434199999998,-0.05125728100000001,-0.010110591800000002
9,0.0291101639604466,0.0003974334869825435,0.001455429957212429,0.02581718074151945,0.943219791853839,0.19669111311140527,0.5868381817984194,0.2164707050901753,0.022275691,0.015309797999999998,-0.07945668219999999,-0.0541244536
10,0.005824649257277746,0.06827342611268403,0.13612436204350734,0.7733796643937547,0.01639789819277618,0.19436185056930752,0.5868163650518479,0.21882178437884459,-0.0268813196,0.013248122400000006,-0.053106087600000004,-0.0276089588
11,0.004897897364235742,0.0004228768558325672,0.008927992694220208,0.98446203825098,0.0012891948347314001,0.21434645713288164,0.21749702595982845,0.5681565169072899,0.047890456,-0.0019162286719999998,-0.066808728,-0.030301031400000004
